"Uid","CLUB"
7027,"club-201"
7028,"club-117"
7029,"club-204"
7030,"club-204"
7038,"club-402"
7057,"club-133"
7070,"club-102"
7076,"club-107"
7078,"club-110"
7081,"club-106"
7082,"club-106"
7083,"club-106"
7086,"club-107"
7087,"club-110"
7089,"club-218"
7093,"club-106"
7094,"club-107"
7097,"club-102"
7098,"club-102"
7101,"club-102"
7119,"club-245"
7121,"club-213"
7132,"club-102"
7133,"club-106"
7135,"club-102"
7136,"club-118"
7138,"club-118"
7140,"club-102"
7141,"club-118"
7142,"club-118"
7143,"club-118"
7145,"club-119"
7146,"club-107"
7149,"club-245"
7150,"club-102"
7151,"club-118"
7152,"club-102"
7158,"club-102"
7159,"club-107"
7160,"club-119"
7161,"club-102"
7162,"club-106"
7163,"club-118"
7165,"club-118"
7166,"club-102"
7167,"club-115"
7171,"club-115"
7178,"club-125"
7196,"club-404"
7210,"club-233"
7215,"club-101"
7221,"club-205"
7230,"club-135"
7244,"club-123"
7249,"club-245"
7276,"club-110"
7277,"club-105"
7279,"club-121"
7281,"club-103"
7282,"club-121"
7287,"club-119"
7288,"club-121"
7299,"club-101"
7301,"club-118"
7306,"club-138"
7309,"club-103"
7310,"club-103"
7311,"club-131"
7315,"club-103"
7316,"club-138"
7317,"club-103"
7318,"club-101"
7319,"club-101"
7323,"club-118"
7325,"club-137"
7327,"club-101"
7330,"club-137"
7332,"club-101"
7334,"club-112"
7336,"club-103"
7337,"club-106"
7338,"club-137"
7339,"club-106"
7340,"club-106"
7342,"club-101"
7344,"club-101"
7346,"club-103"
7348,"club-112"
7352,"club-118"
7355,"club-106"
7357,"club-137"
7358,"club-103"
7359,"club-102"
7360,"club-112"
7364,"club-112"
7366,"club-118"
7369,"club-137"
7374,"club-102"
7378,"club-107"
7382,"club-103"
7383,"club-138"
7384,"club-106"
7389,"club-138"
7390,"club-103"
7392,"club-102"
7395,"club-101"
7396,"club-112"
7398,"club-131"
7399,"club-138"
7401,"club-103"
7402,"club-102"
7403,"club-107"
7405,"club-107"
7409,"club-102"
7413,"club-112"
7414,"club-112"
7416,"club-103"
7417,"club-103"
7419,"club-102"
7420,"club-138"
7424,"club-131"
7425,"club-107"
7426,"club-101"
7427,"club-103"
7429,"club-112"
7430,"club-103"
7433,"club-102"
7435,"club-101"
7436,"club-131"
7437,"club-102"
7439,"club-137"
7440,"club-106"
7441,"club-107"
7442,"club-102"
7443,"club-118"
7446,"club-103"
7447,"club-118"
7448,"club-137"
7449,"club-106"
7450,"club-107"
7451,"club-131"
7454,"club-103"
7458,"club-102"
7459,"club-103"
7460,"club-131"
7461,"club-107"
7462,"club-101"
7463,"club-138"
7467,"club-107"
7468,"club-102"
7470,"club-103"
7472,"club-103"
7473,"club-106"
7474,"club-102"
7475,"club-106"
7476,"club-106"
7484,"club-118"
7485,"club-118"
7487,"club-101"
7488,"club-106"
7489,"club-103"
7490,"club-131"
7492,"club-112"
7494,"club-103"
7495,"club-102"
7502,"club-112"
7504,"club-138"
7505,"club-106"
7506,"club-101"
7508,"club-101"
7510,"club-102"
7511,"club-137"
7512,"club-106"
7515,"club-101"
7517,"club-106"
7518,"club-102"
7519,"club-138"
7520,"club-103"
7523,"club-103"
7525,"club-138"
7526,"club-112"
7527,"club-604"
7528,"club-108"
7532,"club-110"
7536,"club-267"
7538,"club-101"
7539,"club-101"
7546,"club-101"
7548,"club-110"
7557,"club-110"
7560,"club-125"
7562,"club-132"
7566,"club-102"
7569,"club-102"
7570,"club-106"
7572,"club-108"
7573,"club-102"
7574,"club-107"
7579,"club-107"
7580,"club-105"
7581,"club-102"
7587,"club-102"
7588,"club-106"
7589,"club-108"
7590,"club-101"
7591,"club-107"
7592,"club-107"
7593,"club-102"
7595,"club-101"
7596,"club-108"
7597,"club-102"
7601,"club-102"
7603,"club-102"
7607,"club-101"
7608,"club-107"
7609,"club-102"
7610,"club-108"
7611,"club-102"
7614,"club-102"
7615,"club-102"
7620,"club-102"
7623,"club-102"
7624,"club-107"
7627,"club-101"
7630,"club-102"
7631,"club-108"
7635,"club-108"
7637,"club-101"
7643,"club-113"
7644,"club-110"
7647,"club-107"
7648,"club-112"
7650,"club-108"
7651,"club-117"
7653,"club-242"
7655,"club-110"
7656,"club-117"
7659,"club-102"
7660,"club-242"
7662,"club-108"
7666,"club-102"
7667,"club-110"
7670,"club-102"
7672,"club-108"
7674,"club-106"
7676,"club-106"
7682,"club-106"
7684,"club-101"
7687,"club-112"
7691,"club-101"
7692,"club-107"
7693,"club-102"
7694,"club-108"
7699,"club-242"
7701,"club-242"
7704,"club-107"
7706,"club-107"
7717,"club-101"
7720,"club-106"
7723,"club-107"
7726,"club-106"
7727,"club-107"
7732,"club-107"
7734,"club-101"
7735,"club-106"
7736,"club-101"
7737,"club-202"
7741,"club-248"
7754,"club-102"
7759,"club-105"
7760,"club-103"
7761,"club-108"
7768,"club-242"
7770,"club-102"
7771,"club-101"
7772,"club-101"
7773,"club-103"
7775,"club-107"
7780,"club-102"
7782,"club-106"
7783,"club-110"
7785,"club-113"
7788,"club-102"
7793,"club-102"
7806,"club-125"
7817,"club-102"
7822,"club-132"
7824,"club-105"
7828,"club-107"
7829,"club-102"
7830,"club-107"
7834,"club-125"
7838,"club-127"
7847,"club-128"
7868,"club-101"
7870,"club-101"
7872,"club-105"
7877,"club-105"
7878,"club-101"
7880,"club-105"
7881,"club-101"
7884,"club-121"
7886,"club-102"
7890,"club-102"
7893,"club-105"
7894,"club-101"
7897,"club-410"
7899,"club-113"
7901,"club-109"
7905,"club-113"
7906,"club-113"
7909,"club-109"
7915,"club-103"
7918,"club-109"
7922,"club-103"
7924,"club-109"
7925,"club-115"
7926,"club-113"
7928,"club-402"
7931,"club-101"
7932,"club-103"
7933,"club-107"
7934,"club-110"
7938,"club-102"
7940,"club-107"
7944,"club-102"
7946,"club-110"
7949,"club-106"
7951,"club-110"
7954,"club-102"
7957,"club-101"
7959,"club-102"
7961,"club-101"
7962,"club-110"
7963,"club-103"
7964,"club-103"
7966,"club-101"
7968,"club-102"
7972,"club-110"
7975,"club-102"
7976,"club-110"
7977,"club-101"
7978,"club-101"
7979,"club-106"
7980,"club-101"
7983,"club-102"
7985,"club-106"
7986,"club-102"
7987,"club-103"
7988,"club-102"
7991,"club-134"
8012,"club-123"
8016,"club-128"
8019,"club-125"
8036,"club-218"
8044,"club-407"
8083,"club-108"
8084,"club-102"
8096,"club-102"
8097,"club-101"
8099,"club-101"
8103,"club-102"
8106,"club-102"
8107,"club-101"
8117,"club-233"
8122,"club-129"
8127,"club-101"
8131,"club-101"
8132,"club-604"
8135,"club-114"
8137,"club-101"
8139,"club-109"
8141,"club-101"
8142,"club-109"
8145,"club-242"
8146,"club-106"
8150,"club-101"
8160,"club-233"
8169,"club-114"
8173,"club-211"
8182,"club-101"
8190,"club-202"
8209,"club-121"
8214,"club-106"
8217,"club-105"
8222,"club-126"
8223,"club-118"
8231,"club-121"
8234,"club-118"
8235,"club-121"
8236,"club-114"
8237,"club-106"
8239,"club-118"
8240,"club-106"
8241,"club-115"
8243,"club-115"
8244,"club-114"
8246,"club-105"
8247,"club-110"
8248,"club-121"
8250,"club-105"
8257,"club-106"
8258,"club-106"
8260,"club-106"
8261,"club-112"
8262,"club-110"
8265,"club-106"
8266,"club-106"
8269,"club-106"
8270,"club-114"
8271,"club-126"
8273,"club-114"
8274,"club-112"
8277,"club-106"
8280,"club-109"
8283,"club-125"
8286,"club-111"
8293,"club-402"
8301,"club-123"
8307,"club-242"
8318,"club-103"
8340,"club-112"
8342,"club-201"
8343,"club-119"
8345,"club-201"
8347,"club-108"
8351,"club-201"
8352,"club-114"
8353,"club-101"
8354,"club-111"
8355,"club-201"
8357,"club-113"
8358,"club-201"
8360,"club-114"
8362,"club-121"
8364,"club-108"
8366,"club-110"
8367,"club-101"
8372,"club-108"
8382,"club-106"
8383,"club-113"
8384,"club-110"
8387,"club-106"
8388,"club-101"
8391,"club-126"
8394,"club-106"
8396,"club-107"
8397,"club-106"
8398,"club-126"
8399,"club-101"
8400,"club-108"
8404,"club-126"
8405,"club-106"
8406,"club-107"
8409,"club-106"
8412,"club-107"
8414,"club-102"
8416,"club-106"
8417,"club-110"
8422,"club-101"
8423,"club-107"
8425,"club-126"
8426,"club-110"
8428,"club-110"
8429,"club-106"
8432,"club-102"
8433,"club-110"
8435,"club-106"
8437,"club-102"
8438,"club-107"
8439,"club-107"
8440,"club-106"
8441,"club-108"
8445,"club-106"
8446,"club-101"
8447,"club-101"
8448,"club-113"
8467,"club-258"
8470,"club-123"
8474,"club-123"
8479,"club-128"
8482,"club-108"
8483,"club-103"
8484,"club-102"
8485,"club-108"
8492,"club-103"
8493,"club-108"
8494,"club-102"
8496,"club-108"
8497,"club-103"
8498,"club-102"
8500,"club-123"
8504,"club-102"
8506,"club-102"
8507,"club-102"
8508,"club-111"
8509,"club-106"
8510,"club-102"
8514,"club-102"
8515,"club-123"
8519,"club-132"
8523,"club-242"
8534,"club-111"
8543,"club-111"
8546,"club-103"
8547,"club-265"
8548,"club-119"
8549,"club-111"
8560,"club-132"
8564,"club-402"
8568,"club-103"
8571,"club-122"
8573,"club-101"
8576,"club-122"
8577,"club-103"
8578,"club-107"
8579,"club-101"
8581,"club-103"
8582,"club-102"
8584,"club-122"
8586,"club-102"
8587,"club-106"
8591,"club-101"
8593,"club-101"
8597,"club-101"
8601,"club-107"
8603,"club-122"
8634,"club-110"
8639,"club-135"
8644,"club-110"
8652,"club-102"
8653,"club-101"
8654,"club-102"
8656,"club-102"
8657,"club-101"
8659,"club-102"
8660,"club-102"
8663,"club-228"
8665,"club-101"
8666,"club-101"
8668,"club-111"
8675,"club-102"
8677,"club-101"
8679,"club-101"
8687,"club-111"
8697,"club-101"
8707,"club-111"
8708,"club-111"
8710,"club-106"
8713,"club-111"
8714,"club-109"
8716,"club-106"
8718,"club-109"
8720,"club-111"
8721,"club-109"
8737,"club-133"
8745,"club-402"
8755,"club-105"
8756,"club-108"
8758,"club-105"
8766,"club-245"
8773,"club-105"
8790,"club-114"
8799,"club-101"
8800,"club-111"
8803,"club-402"
8814,"club-117"
8825,"club-115"
8826,"club-206"
8828,"club-129"
8829,"club-119"
8832,"club-102"
8833,"club-102"
8835,"club-115"
8837,"club-106"
8841,"club-107"
8849,"club-233"
8854,"club-121"
8861,"club-109"
8863,"club-132"
8866,"club-221"
8868,"club-261"
8880,"club-108"
8881,"club-103"
8884,"club-103"
8885,"club-103"
8887,"club-138"
8888,"club-103"
8893,"club-103"
8895,"club-103"
8897,"club-102"
8898,"club-102"
8900,"club-113"
8901,"club-138"
8902,"club-107"
8908,"club-110"
8911,"club-103"
8912,"club-103"
8913,"club-107"
8914,"club-102"
8915,"club-103"
8917,"club-113"
8920,"club-110"
8921,"club-107"
8922,"club-108"
8923,"club-107"
8925,"club-102"
8926,"club-107"
8928,"club-108"
8929,"club-108"
8930,"club-110"
8931,"club-109"
8935,"club-138"
8938,"club-102"
8940,"club-138"
8941,"club-103"
8943,"club-110"
8949,"club-103"
8950,"club-113"
8953,"club-113"
8954,"club-102"
8959,"club-119"
8965,"club-210"
8966,"club-123"
8972,"club-245"
8974,"club-101"
8976,"club-102"
8977,"club-111"
8981,"club-111"
8982,"club-103"
8989,"club-101"
8992,"club-102"
9006,"club-113"
9007,"club-110"
9012,"club-215"
9013,"club-101"
9016,"club-113"
9017,"club-110"
9019,"club-102"
9020,"club-110"
9022,"club-113"
9025,"club-101"
9032,"club-114"
9035,"club-127"
9038,"club-114"
9039,"club-117"
9064,"club-123"
9070,"club-105"
9072,"club-128"
9082,"club-403"
9084,"club-124"
9085,"club-112"
9086,"club-118"
9091,"club-101"
9095,"club-103"
9096,"club-124"
9099,"club-112"
9100,"club-101"
9103,"club-133"
9104,"club-133"
9105,"club-108"
9106,"club-108"
9107,"club-112"
9108,"club-124"
9109,"club-109"
9110,"club-124"
9111,"club-108"
9113,"club-118"
9114,"club-103"
9115,"club-133"
9118,"club-103"
9119,"club-109"
9124,"club-108"
9125,"club-109"
9128,"club-116"
9129,"club-124"
9132,"club-108"
9135,"club-108"
9140,"club-242"
9142,"club-125"
9147,"club-103"
9151,"club-404"
9152,"club-103"
9157,"club-127"
9159,"club-127"
9160,"club-118"
9163,"club-118"
9164,"club-118"
9168,"club-118"
9171,"club-203"
9173,"club-211"
9174,"club-203"
9175,"club-118"
9176,"club-201"
9177,"club-127"
9178,"club-201"
9182,"club-118"
9185,"club-127"
9190,"club-131"
9192,"club-118"
9194,"club-203"
9195,"club-118"
9196,"club-118"
9198,"club-118"
9204,"club-203"
9205,"club-105"
9206,"club-404"
9207,"club-118"
9208,"club-118"
9215,"club-131"
9217,"club-250"
9219,"club-103"
9220,"club-201"
9221,"club-201"
9222,"club-217"
9223,"club-118"
9224,"club-118"
9225,"club-203"
9226,"club-118"
9229,"club-217"
9230,"club-127"
9231,"club-127"
9232,"club-103"
9233,"club-118"
9234,"club-201"
9236,"club-203"
9237,"club-127"
9240,"club-118"
9243,"club-203"
9245,"club-203"
9246,"club-404"
9248,"club-217"
9251,"club-118"
9254,"club-404"
9259,"club-404"
9260,"club-203"
9263,"club-118"
9264,"club-201"
9266,"club-105"
9267,"club-118"
9269,"club-118"
9272,"club-118"
9274,"club-103"
9277,"club-203"
9281,"club-404"
9282,"club-127"
9283,"club-217"
9284,"club-131"
9285,"club-404"
9287,"club-404"
9289,"club-203"
9294,"club-118"
9295,"club-127"
9296,"club-211"
9299,"club-118"
9301,"club-105"
9302,"club-203"
9306,"club-201"
9308,"club-127"
9314,"club-217"
9315,"club-404"
9318,"club-118"
9322,"club-118"
9329,"club-201"
9331,"club-127"
9336,"club-250"
9338,"club-201"
9340,"club-203"
9341,"club-118"
9343,"club-127"
9345,"club-404"
9346,"club-201"
9347,"club-118"
9348,"club-211"
9352,"club-404"
9353,"club-203"
9354,"club-201"
9357,"club-201"
9365,"club-118"
9368,"club-131"
9370,"club-103"
9371,"club-118"
9372,"club-217"
9374,"club-131"
9376,"club-103"
9377,"club-105"
9380,"club-131"
9383,"club-127"
9384,"club-105"
9385,"club-404"
9387,"club-105"
9389,"club-127"
9390,"club-127"
9391,"club-118"
9393,"club-203"
9395,"club-203"
9397,"club-250"
9398,"club-404"
9400,"club-127"
9401,"club-404"
9403,"club-103"
9409,"club-201"
9410,"club-118"
9411,"club-105"
9416,"club-103"
9418,"club-127"
9419,"club-105"
9420,"club-404"
9424,"club-105"
9425,"club-103"
9430,"club-203"
9434,"club-203"
9438,"club-127"
9443,"club-211"
9445,"club-103"
9446,"club-118"
9447,"club-105"
9448,"club-105"
9453,"club-404"
9454,"club-118"
9456,"club-201"
9458,"club-203"
9459,"club-127"
9462,"club-203"
9464,"club-131"
9466,"club-131"
9467,"club-250"
9468,"club-127"
9473,"club-118"
9475,"club-201"
9476,"club-127"
9480,"club-127"
9482,"club-404"
9483,"club-103"
9486,"club-118"
9490,"club-404"
9498,"club-404"
9500,"club-201"
9502,"club-131"
9503,"club-127"
9507,"club-105"
9508,"club-118"
9512,"club-118"
9513,"club-105"
9516,"club-118"
9517,"club-118"
9518,"club-404"
9519,"club-131"
9520,"club-201"
9524,"club-203"
9526,"club-211"
9527,"club-203"
9528,"club-217"
9532,"club-118"
9537,"club-201"
9539,"club-127"
9540,"club-203"
9541,"club-131"
9543,"club-201"
9544,"club-404"
9545,"club-127"
9547,"club-118"
9552,"club-131"
9555,"club-404"
9556,"club-203"
9557,"club-203"
9558,"club-131"
9567,"club-203"
9568,"club-201"
9569,"club-105"
9571,"club-217"
9574,"club-105"
9578,"club-203"
9579,"club-127"
9583,"club-118"
9586,"club-127"
9587,"club-203"
9589,"club-118"
9597,"club-127"
9598,"club-118"
9603,"club-217"
9604,"club-203"
9605,"club-118"
9608,"club-404"
9611,"club-131"
9612,"club-201"
9613,"club-127"
9614,"club-203"
9616,"club-404"
9622,"club-127"
9625,"club-105"
9626,"club-217"
9628,"club-203"
9630,"club-103"
9631,"club-404"
9637,"club-105"
9639,"club-118"
9640,"club-103"
9644,"club-211"
9648,"club-118"
9650,"club-201"
9653,"club-211"
9656,"club-201"
9664,"club-250"
9665,"club-404"
9667,"club-203"
9668,"club-118"
9669,"club-127"
9672,"club-201"
9674,"club-103"
9676,"club-201"
9677,"club-250"
9680,"club-203"
9681,"club-118"
9684,"club-201"
9685,"club-404"
9687,"club-131"
9688,"club-203"
9689,"club-105"
9692,"club-404"
9694,"club-103"
9699,"club-203"
9700,"club-118"
9706,"club-118"
9710,"club-127"
9713,"club-203"
9714,"club-404"
9715,"club-203"
9717,"club-131"
9718,"club-203"
9726,"club-127"
9731,"club-131"
9737,"club-103"
9738,"club-211"
9742,"club-118"
9743,"club-404"
9744,"club-127"
9746,"club-201"
9747,"club-203"
9748,"club-203"
9750,"club-203"
9751,"club-118"
9753,"club-131"
9754,"club-127"
9757,"club-118"
9758,"club-118"
9763,"club-127"
9764,"club-118"
9765,"club-103"
9767,"club-217"
9768,"club-118"
9773,"club-404"
9775,"club-217"
9777,"club-203"
9778,"club-103"
9781,"club-103"
9782,"club-127"
9783,"club-105"
9787,"club-203"
9788,"club-118"
9790,"club-118"
9794,"club-131"
9796,"club-127"
9798,"club-103"
9799,"club-118"
9805,"club-105"
9806,"club-211"
9810,"club-201"
9812,"club-404"
9813,"club-118"
9814,"club-131"
9815,"club-217"
9816,"club-118"
9817,"club-203"
9819,"club-203"
9822,"club-217"
9825,"club-105"
9827,"club-217"
9828,"club-103"
9829,"club-201"
9830,"club-203"
9833,"club-118"
9835,"club-105"
9842,"club-211"
9844,"club-404"
9846,"club-203"
9849,"club-201"
9850,"club-103"
9851,"club-217"
9854,"club-103"
9857,"club-250"
9858,"club-404"
9859,"club-203"
9861,"club-211"
9862,"club-127"
9865,"club-203"
9867,"club-127"
9869,"club-103"
9870,"club-105"
9872,"club-217"
9873,"club-131"
9875,"club-404"
9878,"club-404"
9880,"club-127"
9881,"club-127"
9882,"club-127"
9883,"club-127"
9885,"club-201"
9888,"club-131"
9889,"club-103"
9892,"club-404"
9893,"club-127"
9894,"club-127"
9895,"club-118"
9896,"club-127"
9898,"club-127"
9902,"club-404"
9904,"club-211"
9909,"club-118"
9911,"club-127"
9915,"club-127"
9918,"club-203"
9920,"club-118"
9922,"club-211"
9926,"club-103"
9927,"club-404"
9928,"club-118"
9929,"club-103"
9930,"club-118"
9931,"club-118"
9932,"club-404"
9933,"club-211"
9935,"club-203"
9936,"club-404"
9937,"club-250"
9938,"club-105"
9939,"club-118"
9940,"club-203"
9941,"club-250"
9942,"club-118"
9946,"club-203"
9948,"club-404"
9949,"club-250"
9950,"club-105"
9951,"club-127"
9954,"club-131"
9955,"club-203"
9956,"club-118"
9957,"club-103"
9961,"club-118"
9965,"club-203"
9967,"club-118"
9968,"club-118"
9970,"club-404"
9971,"club-250"
9973,"club-131"
9975,"club-203"
9977,"club-131"
9980,"club-118"
9981,"club-105"
9983,"club-118"
9986,"club-127"
9988,"club-105"
9989,"club-211"
9991,"club-105"
9994,"club-127"
9995,"club-118"
9998,"club-103"
9999,"club-201"
10001,"club-127"
10002,"club-118"
10003,"club-250"
10004,"club-127"
10007,"club-118"
10012,"club-105"
10014,"club-118"
10015,"club-250"
10016,"club-118"
10017,"club-127"
10020,"club-201"
10021,"club-217"
10024,"club-201"
10027,"club-127"
10028,"club-203"
10029,"club-103"
10033,"club-217"
10039,"club-118"
10040,"club-105"
10041,"club-118"
10043,"club-127"
10044,"club-118"
10045,"club-203"
10051,"club-118"
10054,"club-203"
10055,"club-118"
10057,"club-201"
10059,"club-404"
10061,"club-250"
10063,"club-118"
10066,"club-118"
10067,"club-217"
10069,"club-118"
10072,"club-118"
10074,"club-127"
10075,"club-127"
10079,"club-203"
10082,"club-127"
10083,"club-250"
10084,"club-217"
10085,"club-404"
10090,"club-127"
10091,"club-203"
10093,"club-127"
10096,"club-203"
10099,"club-250"
10101,"club-404"
10102,"club-201"
10105,"club-105"
10106,"club-105"
10107,"club-118"
10108,"club-118"
10110,"club-404"
10111,"club-105"
10112,"club-127"
10113,"club-404"
10114,"club-118"
10116,"club-105"
10117,"club-203"
10118,"club-105"
10119,"club-118"
10120,"club-404"
10121,"club-131"
10122,"club-201"
10126,"club-105"
10127,"club-131"
10129,"club-404"
10130,"club-131"
10131,"club-217"
10132,"club-127"
10133,"club-118"
10135,"club-118"
10136,"club-105"
10138,"club-404"
10139,"club-217"
10140,"club-103"
10141,"club-127"
10144,"club-103"
10150,"club-118"
10152,"club-211"
10153,"club-131"
10155,"club-203"
10157,"club-203"
10161,"club-127"
10163,"club-201"
10166,"club-211"
10170,"club-217"
10171,"club-103"
10172,"club-103"
10173,"club-105"
10177,"club-217"
10178,"club-404"
10180,"club-203"
10181,"club-131"
10184,"club-201"
10185,"club-118"
10186,"club-203"
10187,"club-131"
10188,"club-203"
10189,"club-127"
10190,"club-201"
10191,"club-118"
10193,"club-201"
10194,"club-118"
10195,"club-203"
10196,"club-131"
10197,"club-118"
10198,"club-201"
10201,"club-203"
10208,"club-404"
10209,"club-118"
10211,"club-118"
10212,"club-404"
10213,"club-131"
10214,"club-118"
10216,"club-131"
10217,"club-127"
10219,"club-127"
10220,"club-211"
10221,"club-103"
10223,"club-105"
10224,"club-105"
10228,"club-127"
10229,"club-404"
10230,"club-127"
10232,"club-131"
10234,"club-105"
10235,"club-103"
10237,"club-404"
10238,"club-103"
10239,"club-250"
10243,"club-131"
10244,"club-404"
10246,"club-127"
10247,"club-203"
10248,"club-203"
10250,"club-105"
10256,"club-118"
10264,"club-131"
10267,"club-118"
10269,"club-404"
10270,"club-201"
10271,"club-105"
10272,"club-127"
10277,"club-217"
10278,"club-201"
10280,"club-127"
10285,"club-201"
10286,"club-203"
10288,"club-203"
10289,"club-105"
10291,"club-127"
10293,"club-118"
10295,"club-118"
10296,"club-217"
10297,"club-203"
10298,"club-203"
10299,"club-217"
10300,"club-118"
10302,"club-127"
10303,"club-404"
10306,"club-211"
10308,"club-201"
10309,"club-404"
10310,"club-127"
10311,"club-404"
10312,"club-118"
10313,"club-127"
10315,"club-105"
10318,"club-118"
10319,"club-404"
10320,"club-217"
10322,"club-203"
