"Uid","WORK_CONDITION","TERMS_OF_EMP","working_hours","JOB_DEP","Eco_sect","Employer_category","job_category","Job_desc","EMOLUMENT","employee_count"
2101,"C","CDI",462,"18","CH","ct_9","O","673c",3821,"tr_5"
2103,"C","CDI",1474,"03","GZ","ct_9","O","463e",14133,"tr_1"
2105,"C","CDI",1919,"03","CM","ct_9","O","627d",22987,"tr_1"
2126,"C","AUT",1820,"03","OZ","ct_2","O","354g",45367,"tr_6"
2133,"P","CDI",626,"03","FZ","ct_9","O","632e",7527,"tr_1"
2139,"C","CDI",1820,"03","FZ","ct_9","O","472c",30313,"tr_3"
2141,"P","CDI",1612,"03","MC","ct_9","O","433a",21240,"tr_1"
2164,"C","CDI",1554,"03","FZ","ct_9","O","681b",17229,"tr_1"
2165,"C","CDI",1820,"03","LZ","ct_9","O","376g",39047,"tr_2"
2170,"C","CDI",1820,"03","NZ","ct_9","O","676c",15811,"tr_2"
2172,"C","CDI",1909,"03","GZ","ct_9","O","551a",17651,"tr_4"
2176,"C","CDD",1002,"03","CJ","ct_9","O","543h",8864,"tr_1"
2190,"C","AUT",1669,"03","QB","ct_8","X","676e",7960,"tr_4"
2197,"C","CDI",1893,"03","CK","ct_9","O","624c",24911,"tr_3"
2201,"C","CDI",1660,"03","QA","ct_9","O","433a",17258,"tr_4"
2204,"C","CDI",1431,"03","FZ","ct_9","O","632a",16280,"tr_2"
2216,"C","CDI",1547,"03","QB","ct_8","O","563b",15494,"tr_4"
2229,"C","AUT",1820,"03","PZ","ct_1","O","341a",37421,"tr_5"
2234,"C","CDI",1820,"03","CJ","ct_9","O","543b",22889,"tr_2"
2246,"C","CDI",1871,"03","QA","ct_3","O","525d",19307,"tr_6"
2252,"N","CDI",3000,"03","QB","ct_7","O","563a",23149,"tr_1"
2269,"C","CDI",1776,"03","CK","ct_9","O","673c",23357,"tr_3"
2271,"C","CDI",1772,"03","CH","ct_9","O","384a",52411,"tr_6"
2278,"C","CDI",1687,"03","NZ","ct_8","O","543g",23566,"tr_2"
2279,"C","CDI",585,"03","FZ","ct_9","O","632g",10739,"tr_0"
2286,"C","CDI",1975,"63","CC","ct_5","O","543g",28537,"tr_6"
2295,"P","CDI",1337,"03","PZ","ct_8","O","435b",10228,"tr_2"
2300,"C","AUT",1820,"03","OZ","ct_2","O","621f",22885,"tr_1"
2304,"C","CDI",1535,"03","HZ","ct_9","O","466c",25811,"tr_3"
2316,"P","CDI",1456,"63","QB","ct_8","O","434d",19427,"tr_4"
2322,"C","APP",1312,"03","FZ","ct_9","A","633a",10275,"tr_1"
2327,"C","CDI",1158,"03","QB","ct_8","O","479b",15575,"tr_4"
2329,"C","CDI",1755,"03","SZ","ct_9","O","676e",15721,"tr_4"
2331,"C","CDI",1456,"03","MA","ct_8","O","434d",13373,"tr_2"
2333,"C","CDI",1694,"03","QB","ct_8","O","525d",19699,"tr_4"
2337,"C","CDI",1827,"07","CM","ct_9","O","463d",39155,"tr_5"
2353,"C","CDI",1790,"03","CH","ct_9","O","652a",20446,"tr_5"
2357,"C","CDI",1693,"71","CL","ct_9","O","628c",25079,"tr_6"
2362,"C","CDI",1819,"03","MA","ct_9","O","479b",17283,"tr_4"
2393,"P","CDI",1582,"04","QB","ct_9","O","525d",17732,"tr_4"
2396,"C","CDI",2286,"04","HZ","ct_9","O","451a",20825,"tr_3"
2407,"C","CDI",2200,"04","EZ","ct_9","O","641a",37504,"tr_3"
2414,"C","CDI",1820,"13","HZ","ct_9","O","466c",30762,"tr_4"
2423,"P","CDI",408,"04","NZ","ct_9","O","684a",3308,"tr_5"
2443,"C","CDI",2666,"04","FZ","ct_9","O","463e",31799,"tr_2"
2461,"C","CDI",1857,"04","GZ","ct_9","O","555a",27369,"tr_3"
2466,"C","CDI",2080,"13","MB","ct_5","O","479a",36046,"tr_6"
2471,"P","CDI",837,"04","GZ","ct_9","O","463b",19813,"tr_5"
2473,"C","CDI",1806,"04","GZ","ct_9","O","374d",48063,"tr_2"
2492,"C","CDI",1778,"05","CK","ct_9","O","373c",50484,"tr_2"
2497,"C","CDI",2003,"04","GZ","ct_9","O","653a",22123,"tr_1"
2502,"C","AUT",1365,"13","OZ","ct_2","O","525b",17703,"tr_6"
2511,"C","CDI",1526,"04","CE","ct_9","O","564b",15687,"tr_3"
2523,"C","CDI",1837,"04","GZ","ct_9","O","462a",24280,"tr_1"
2534,"C","CDI",1872,"13","PZ","ct_8","O","341a",31358,"tr_4"
2539,"C","CDI",2036,"13","MA","ct_9","O","477b",29440,"tr_3"
2540,"C","CDI",1828,"04","HZ","ct_9","O","643a",19000,"tr_1"
2582,"C","CDI",2021,"04","CE","ct_9","O","674a",26273,"tr_6"
2587,"C","CDI",1873,"04","QA","ct_3","O","525d",21914,"tr_6"
2596,"C","CDI",1820,"04","LZ","ct_9","O","461f",26699,"tr_4"
2598,"N","CDD",642,"04","RZ","ct_9","O","354f",9025,"tr_1"
2608,"P","CDI",1014,"04","QB","ct_8","O","525d",10505,"tr_4"
2609,"C","CDI",1617,"04","DZ","ct_9","O","423b",24585,"tr_3"
2620,"C","CDI",1820,"04","OZ","ct_8","O","434b",19316,"tr_2"
2624,"C","CDI",1764,"04","CE","ct_9","O","475a",31696,"tr_6"
2632,"C","CDI",1820,"05","FZ","ct_9","O","481b",47018,"tr_5"
2637,"C","APP",1783,"05","GZ","ct_9","A","636a",11681,"tr_4"
2650,"C","CDI",1942,"38","JA","ct_9","O","386e",50112,"tr_6"
2655,"C","CDI",1338,"05","QB","ct_8","O","526c",12061,"tr_2"
2659,"C","AUT",1820,"05","PZ","ct_2","O","421b",29541,"tr_2"
2662,"P","CDI",1840,"05","QA","ct_9","O","431d",27139,"tr_4"
2668,"P","CDI",1235,"05","MA","ct_9","O","543g",32688,"tr_2"
2676,"C","CDI",1778,"05","FZ","ct_9","O","633a",39736,"tr_1"
2688,"P","CDI",528,"05","QA","ct_9","O","344a",21498,"tr_3"
2690,"P","CDI",1495,"05","PZ","ct_8","O","525a",12273,"tr_3"
2695,"C","CDI",2200,"05","GZ","ct_9","O","487b",32879,"tr_1"
2697,"C","TOA",282,"05","NZ","ct_9","O","684a",2275,"tr_1"
2702,"P","CDI",1349,"26","GZ","ct_9","O","554a",12620,"tr_2"
2704,"C","CDI",1644,"05","QB","ct_9","O","525d",18276,"tr_4"
2715,"C","CDI",1748,"05","GZ","ct_9","O","541b",14267,"tr_1"
2718,"P","CDI",1524,"05","QB","ct_9","O","563b",15295,"tr_4"
2726,"C","CDI",694,"05","FZ","ct_9","O","477c",31166,"tr_3"
2727,"P","CDI",1990,"04","FZ","ct_9","O","542a",14295,"tr_1"
2744,"C","CDI",1606,"05","GZ","ct_9","O","463c",34279,"tr_3"
2750,"C","CDI",1794,"05","QA","ct_8","O","526b",24682,"tr_1"
2752,"C","CDI",1820,"05","FZ","ct_9","O","382c",46929,"tr_5"
2759,"C","CDI",801,"05","FZ","ct_9","O","632a",16974,"tr_2"
2761,"C","APP",791,"05","GZ","ct_9","A","551a",4526,"tr_2"
2775,"P","CDI",1091,"05","GZ","ct_9","O","552a",11745,"tr_1"
2778,"C","CDI",1797,"05","DZ","ct_9","O","622c",28640,"tr_2"
2794,"C","CDI",1461,"05","GZ","ct_9","O","462d",17675,"tr_4"
2795,"C","CDI",1764,"05","KZ","ct_9","O","376c",44808,"tr_3"
2799,"N","CDI",1017,"05","QB","ct_7","O","563b",12666,"tr_1"
2815,"C","CDI",1755,"05","QB","ct_8","O","525d",22049,"tr_3"
2816,"C","CDI",1368,"05","QA","ct_8","O","525d",23852,"tr_3"
2822,"P","CDI",827,"05","QB","ct_9","O","525d",11051,"tr_4"
2824,"C","APP",2402,"05","FZ","ct_9","A","632a",13745,"tr_1"
2841,"C","TTP",1859,"05","NZ","ct_9","O","641a",18090,"tr_1"
2842,"C","CDI",1854,"05","NZ","ct_9","O","461d",27457,"tr_4"
2860,"C","AUT",1820,"05","RZ","ct_1","O","523b",20329,"tr_4"
2861,"C","CDI",1487,"05","FZ","ct_9","O","632g",11023,"tr_1"
2864,"C","AUT",304,"13","MA","ct_9","O","463e",6853,"tr_1"
2866,"C","CDI",1134,"06","GZ","ct_9","O","643a",12818,"tr_3"
2868,"P","CDI",1224,"06","HZ","ct_9","O","466a",25265,"tr_6"
2884,"C","CDI",1048,"13","GZ","ct_9","O","463d",20981,"tr_2"
2888,"C","CDD",635,"06","GZ","ct_9","O","554j",5060,"tr_1"
2891,"P","CDD",748,"06","OZ","ct_2","O","524c",7148,"tr_6"
2892,"C","CDI",1785,"06","FZ","ct_9","O","542a",23880,"tr_1"
2900,"C","CDI",1588,"06","GZ","ct_9","O","634a",23540,"tr_4"
2922,"C","CDI",1820,"06","GZ","ct_9","O","433d",23269,"tr_1"
2929,"C","CDI",1701,"06","HZ","ct_9","O","643a",16631,"tr_5"
2930,"C","AUT",1837,"06","QA","ct_3","O","431f",23387,"tr_6"
2937,"P","AUT",533,"06","QB","ct_8","X","685a",5774,"tr_3"
2943,"C","TOA",398,"06","IZ","ct_9","O","561b",6518,"tr_1"
2958,"C","CDI",1920,"06","CE","ct_9","O","461d",36956,"tr_6"
2965,"C","CDI",1696,"06","GZ","ct_9","O","486d",24673,"tr_3"
2966,"P","AUT",918,"13","RZ","ct_8","X","435b",7240,"tr_4"
2971,"C","CDI",1133,"06","RZ","ct_9","O","564b",9572,"tr_2"
2972,"C","CDI",1820,"06","OZ","ct_2","O","333f",46496,"tr_6"
2979,"C","CDI",1820,"06","PZ","ct_8","O","421b",20312,"tr_3"
2990,"C","CDI",1833,"06","QA","ct_8","O","526a",21582,"tr_4"
2991,"C","CDI",1741,"06","DZ","ct_9","O","485a",25896,"tr_5"
2995,"C","CDI",388,"06","GZ","ct_9","O","554j",3592,"tr_3"
2997,"C","CDI",1820,"06","PZ","ct_5","O","372d",30600,"tr_3"
3000,"C","CDI",1162,"06","QB","ct_8","O","525d",10458,"tr_3"
3001,"P","CDI",1047,"06","QB","ct_8","O","526d",11545,"tr_4"
3004,"C","CDI",1820,"06","NZ","ct_9","O","372b",20842,"tr_1"
3007,"C","CDI",1498,"69","GZ","ct_9","O","387e",29174,"tr_3"
3014,"C","CDI",1875,"06","QA","ct_9","O","526c",21654,"tr_5"
3016,"C","CDI",2200,"06","HZ","ct_9","O","641a",25173,"tr_2"
3023,"C","CDI",1820,"06","CJ","ct_9","O","383b",51680,"tr_5"
3025,"C","CDI",1445,"06","NZ","ct_9","O","631a",21066,"tr_2"
3028,"C","CDI",709,"06","FZ","ct_9","O","681a",7378,"tr_1"
3038,"C","CDI",1652,"06","CE","ct_9","O","373d",24336,"tr_5"
3040,"C","CDI",1316,"83","GZ","ct_9","O","554e",12163,"tr_4"
3052,"C","CDI",1708,"06","QB","ct_8","O","525d",20062,"tr_3"
3055,"C","CDI",1907,"75","MA","ct_9","O","479b",29301,"tr_5"
3058,"C","CDI",1843,"06","HZ","ct_9","O","333c",38411,"tr_3"
3060,"C","CDI",1789,"06","NZ","ct_9","O","541d",16667,"tr_1"
3062,"C","CDI",1338,"69","FZ","ct_9","O","478d",18203,"tr_6"
3064,"C","APP",528,"06","NZ","ct_6","A","631a",3214,"tr_1"
3066,"C","CDI",1715,"06","NZ","ct_9","O","387c",48848,"tr_4"
3067,"C","CDI",1187,"75","GZ","ct_9","O","462b",15692,"tr_5"
3070,"C","CDI",1357,"06","IZ","ct_9","O","534a",12970,"tr_2"
3075,"C","CDI",1662,"06","FZ","ct_9","O","632a",16742,"tr_1"
3076,"C","CDI",1292,"06","NZ","ct_8","O","374d",29397,"tr_1"
3083,"C","CDI",1622,"06","HZ","ct_9","O","643a",12715,"tr_3"
3084,"P","CDI",729,"06","IZ","ct_9","O","561b",7815,"tr_1"
3092,"C","CDI",341,"06","SZ","ct_8","O","563b",2296,"tr_1"
3095,"P","CDI",908,"06","QB","ct_8","O","432d",11818,"tr_4"
3105,"P","CDI",1473,"06","NZ","ct_9","O","543g",19248,"tr_6"
3107,"C","CDI",1820,"06","JC","ct_9","O","388c",42741,"tr_6"
3108,"N","CDI",894,"06","QB","ct_7","O","563b",13965,"tr_1"
3109,"C","CDI",1550,"06","KZ","ct_9","O","467c",17236,"tr_4"
3111,"P","CDI",1496,"06","NZ","ct_9","O","684a",13499,"tr_4"
3115,"C","CDI",1820,"06","JC","ct_9","O","388c",88100,"tr_6"
3122,"C","CDI",1664,"06","GZ","ct_9","O","478c",19478,"tr_3"
3124,"C","CDI",1970,"64","CA","ct_9","O","463c",31384,"tr_2"
3134,"C","CDI",1834,"06","KZ","ct_9","O","376e",40301,"tr_0"
3136,"C","CDI",1723,"06","HZ","ct_5","O","641b",34049,"tr_6"
3154,"P","CDI",910,"","LZ","ct_9","O","632k",17502,"tr_1"
3164,"C","CDI",781,"06","HZ","ct_9","O","388c",23827,"tr_0"
3166,"C","CDI",1820,"06","FZ","ct_9","O","382a",44831,"tr_5"
3175,"C","CDI",2199,"06","QA","ct_8","O","526a",21030,"tr_5"
3176,"C","CDI",1677,"06","MA","ct_9","O","543g",48403,"tr_1"
3177,"C","CDI",1820,"06","MA","ct_9","O","373c",18116,"tr_3"
3179,"C","CDI",1278,"06","MC","ct_9","O","465a",24365,"tr_1"
3186,"C","CDI",1764,"06","GZ","ct_9","O","463b",29809,"tr_1"
3194,"C","CDI",594,"06","QB","ct_8","O","525d",5841,"tr_3"
3197,"C","CDI",1806,"06","FZ","ct_9","O","374c",49176,"tr_4"
3200,"C","CDI",1820,"06","QA","ct_8","O","525d",27865,"tr_4"
3209,"C","CDI",1195,"06","PZ","ct_8","O","422c",16531,"tr_3"
3225,"C","CDI",1849,"06","OZ","ct_8","O","434b",35933,"tr_3"
3228,"P","CDD",278,"06","GZ","ct_9","O","433d",3542,"tr_1"
3229,"C","CDI",2028,"92","GZ","ct_9","O","463b",37476,"tr_6"
3232,"C","CDI",1821,"06","HZ","ct_9","O","333c",48554,"tr_5"
3233,"C","CDI",1564,"06","QA","ct_8","O","526b",8438,"tr_1"
3235,"C","CDI",2576,"06","PZ","ct_9","O","422b",26671,"tr_1"
3236,"C","CDI",1807,"06","DZ","ct_9","O","463b",48089,"tr_5"
3253,"C","APP",503,"06","GZ","ct_9","A","564b",4122,"tr_1"
3256,"C","CDI",1806,"06","NZ","ct_9","O","542a",20779,"tr_3"
3266,"C","CDI",1820,"06","PZ","ct_8","O","421b",23039,"tr_3"
3274,"C","CDI",1596,"06","QA","ct_6","O","542a",17463,"tr_1"
3276,"C","CDD",262,"06","GZ","ct_9","O","636a",2525,"tr_1"
3285,"C","APP",1771,"06","JB","ct_9","A","461e",14841,"tr_5"
3286,"C","CDI",1999,"06","GZ","ct_9","O","676c",20108,"tr_1"
3287,"N","CDI",1638,"06","IZ","ct_9","O","377a",65351,"tr_5"
3288,"C","CDI",1258,"06","QA","ct_9","O","525d",12749,"tr_4"
3296,"C","CDI",1990,"06","NZ","ct_9","O","631a",18624,"tr_3"
3298,"N","CDI",764,"06","QB","ct_7","O","563b",7267,"tr_1"
3314,"C","CDD",441,"83","HZ","ct_9","O","546b",5857,"tr_0"
3317,"C","CDI",1868,"06","QB","ct_9","O","525d",25111,"tr_1"
3318,"C","CDI",1906,"06","CL","ct_9","O","384b",53435,"tr_6"
3323,"C","CDI",1736,"06","IZ","ct_9","O","561d",19716,"tr_4"
3326,"C","CDD",309,"06","QA","ct_8","O","541c",3852,"tr_4"
3329,"C","CDI",1586,"06","GZ","ct_9","O","552a",15929,"tr_1"
3335,"C","CDI",1233,"06","IZ","ct_9","O","468b",16482,"tr_4"
3336,"P","CDI",1100,"06","IZ","ct_9","O","643a",9592,"tr_1"
3342,"C","CDI",1690,"92","LZ","ct_9","O","333e",38642,"tr_0"
3346,"C","AUT",1796,"06","QB","ct_2","O","563b",19405,"tr_3"
3348,"P","CDI",148,"06","IZ","ct_9","O","561c",1182,"tr_1"
3350,"N","CDI",61,"06","IZ","ct_9","O","377a",19047,"tr_3"
3363,"C","CDI",1866,"06","QB","ct_9","O","525d",18833,"tr_4"
3365,"N","CDI",771,"06","IZ","ct_9","O","561b",6710,"tr_3"
3372,"C","CDI",663,"06","OZ","ct_5","O","333e",36765,"tr_3"
3379,"C","CDI",1576,"06","QA","ct_9","O","526a",20664,"tr_6"
3383,"C","CDI",935,"06","CA","ct_6","O","636c",8607,"tr_2"
3391,"C","CDI",1830,"06","QA","ct_9","O","526a",20811,"tr_5"
3394,"C","CDI",1868,"06","GZ","ct_9","O","551a",14613,"tr_3"
3399,"C","CDD",829,"06","FZ","ct_9","O","632a",8538,"tr_1"
3400,"C","TOA",924,"06","IZ","ct_9","O","636d",9046,"tr_1"
3402,"C","AUT",182,"06","SZ","ct_8","X","561c",1513,"tr_2"
3403,"C","CDI",516,"06","QB","ct_9","O","525d",4411,"tr_4"
3411,"P","CDI",417,"06","GZ","ct_9","O","554f",3616,"tr_1"
3412,"C","CDI",1069,"06","IZ","ct_9","O","377a",27155,"tr_5"
3413,"C","CDI",1915,"06","GZ","ct_6","O","344d",42051,"tr_1"
3419,"P","CDI",448,"06","RZ","ct_9","O","424a",15734,"tr_1"
3424,"C","CDI",1833,"06","QB","ct_8","O","526a",20508,"tr_4"
3426,"C","CDI",1249,"06","IZ","ct_9","O","561d",11947,"tr_4"
3435,"C","CDI",930,"06","NZ","ct_9","O","534a",9299,"tr_4"
3439,"C","CDI",1820,"06","HZ","ct_9","O","389b",54099,"tr_1"
3441,"N","TTP",1278,"06","NZ","ct_9","O","676a",15244,"tr_1"
3442,"P","CDI",1090,"06","HZ","ct_9","O","461f",16781,"tr_6"
3447,"C","CDI",1572,"06","IZ","ct_9","O","561e",25728,"tr_5"
3448,"C","CDI",2172,"69","CG","ct_9","O","641a",25805,"tr_3"
3449,"C","CDI",1789,"06","JC","ct_9","O","388c",69907,"tr_5"
3455,"C","CDI",1745,"06","FZ","ct_9","O","632g",29343,"tr_0"
3463,"C","CDI",1958,"06","CM","ct_9","O","628a",20299,"tr_1"
3467,"C","AUT",1820,"06","OZ","ct_1","O","472b",26333,"tr_3"
3473,"C","CDI",2041,"06","OZ","ct_8","O","545d",25440,"tr_6"
3479,"C","CDI",1820,"06","LZ","ct_9","O","542a",31564,"tr_1"
3487,"C","CDI",2184,"06","GZ","ct_9","O","462b",26331,"tr_4"
3488,"C","CDI",1758,"06","QA","ct_8","O","526a",21058,"tr_2"
3494,"C","CDI",1585,"06","KZ","ct_9","O","526b",18850,"tr_1"
3499,"C","CDI",2166,"06","QB","ct_8","O","526d",18201,"tr_4"
3504,"C","AUT",1873,"06","QA","ct_3","O","431f",27824,"tr_6"
3505,"C","CDI",1838,"06","GZ","ct_9","O","543f",38033,"tr_1"
3506,"P","CDD",1065,"06","SZ","ct_8","O","543h",11801,"tr_1"
3509,"C","CDD",1154,"06","SZ","ct_9","O","562b",9212,"tr_1"
3510,"N","CDI",1820,"06","OZ","ct_5","O","333e",37772,"tr_3"
3524,"C","AUT",1820,"06","OZ","ct_2","O","434d",34969,"tr_6"
3526,"C","TOA",900,"06","GZ","ct_9","O","553c",7108,"tr_3"
3533,"P","CDI",1431,"06","KZ","ct_9","O","467a",24606,"tr_6"
3541,"C","CDI",1669,"06","HZ","ct_9","O","634c",20549,"tr_5"
3542,"C","CDI",1436,"83","FZ","ct_9","O","651a",26697,"tr_3"
3560,"C","CDI",1769,"06","NZ","ct_9","O","631a",18828,"tr_1"
3561,"C","CDI",1804,"06","QA","ct_3","O","526a",20413,"tr_5"
3563,"C","AUT",1750,"06","JB","ct_9","O","373b",37117,"tr_5"
3566,"C","CDI",1426,"06","QB","ct_9","O","563b",13187,"tr_3"
3568,"C","CDI",1781,"06","GZ","ct_9","O","463c",27988,"tr_1"
3573,"C","TTP",489,"06","NZ","ct_9","O","681a",4784,"tr_1"
3574,"C","CDD",1840,"06","OZ","ct_2","O","524c",17936,"tr_6"
3576,"C","CDI",1820,"06","JC","ct_9","O","388c",79500,"tr_6"
3583,"C","CDI",1473,"06","JC","ct_9","O","388a",25086,"tr_5"
3586,"P","CDI",308,"06","QB","ct_9","O","525d",5160,"tr_4"
3599,"C","CDI",1427,"06","IZ","ct_9","O","561d",10600,"tr_1"
3603,"C","CDI",565,"06","GZ","ct_9","O","374d",15261,"tr_2"
3608,"C","CDI",1611,"06","GZ","ct_9","O","554e",12578,"tr_1"
3622,"P","CDI",1185,"06","NZ","ct_9","O","563b",10016,"tr_3"
3623,"C","CDI",1738,"06","PZ","ct_8","O","525a",19046,"tr_3"
3629,"C","CDI",268,"06","QB","ct_8","O","526d",2783,"tr_3"
3645,"P","CDI",1191,"06","QB","ct_9","O","563b",10317,"tr_3"
3668,"P","CDI",1456,"06","PZ","ct_9","O","421b",26558,"tr_4"
3675,"C","CDI",1874,"06","GZ","ct_9","O","433d",23532,"tr_1"
3676,"C","CDI",1820,"06","FZ","ct_9","O","632a",26047,"tr_1"
3679,"C","CDI",1820,"06","HZ","ct_5","O","641b",28949,"tr_6"
3692,"C","CDI",1607,"06","MA","ct_9","O","386c",27917,"tr_5"
3694,"C","CDI",1783,"06","JA","ct_9","O","543g",18707,"tr_2"
3702,"C","CDI",1778,"06","NZ","ct_8","O","373d",31937,"tr_5"
3709,"C","CDI",600,"06","SZ","ct_8","O","435b",11265,"tr_1"
3710,"C","CDI",572,"06","IZ","ct_9","O","561b",9756,"tr_1"
3717,"C","CDI",311,"06","LZ","ct_9","O","462e",2423,"tr_1"
3719,"C","CDI",2532,"06","QA","ct_9","O","433d",36042,"tr_6"
3738,"C","CDI",1820,"06","OZ","ct_1","O","461f",30421,"tr_0"
3739,"P","CDI",1365,"06","PZ","ct_8","O","421b",16819,"tr_3"
3750,"C","CDI",1830,"06","QB","ct_8","O","431d",34662,"tr_4"
3753,"C","CDI",1866,"06","CE","ct_9","O","625b",32430,"tr_6"
3760,"P","CDI",738,"04","MA","ct_9","O","474c",6029,"tr_1"
3761,"C","CDI",2039,"06","SZ","ct_8","O","534a",20729,"tr_1"
3767,"C","CDI",1820,"92","MB","ct_9","O","385a",65748,"tr_6"
3770,"C","CDI",1741,"06","GZ","ct_9","O","634d",24064,"tr_6"
3780,"C","CDI",1482,"06","FZ","ct_9","O","632g",17182,"tr_2"
3782,"C","CDI",1380,"06","GZ","ct_9","O","462b",20562,"tr_2"
3785,"C","CDI",1488,"06","FZ","ct_9","O","632a",20976,"tr_1"
3788,"C","CDI",1751,"06","NZ","ct_9","O","684a",25317,"tr_3"
3789,"C","CDI",1565,"06","JC","ct_9","O","373d",27369,"tr_3"
3796,"C","AUT",1925,"06","QA","ct_3","O","632k",22616,"tr_6"
3802,"C","CDI",2317,"06","QB","ct_9","O","526a",25436,"tr_4"
3803,"C","CDI",1681,"06","MA","ct_9","O","461d",22083,"tr_1"
3804,"C","CDI",1193,"06","QB","ct_8","O","632k",13504,"tr_3"
3817,"C","CDI",1504,"06","GZ","ct_9","O","431f",17292,"tr_1"
3818,"C","CDI",1186,"06","GZ","ct_9","O","388d",17080,"tr_1"
3821,"C","CDI",1448,"75","GZ","ct_9","O","554f",14490,"tr_1"
3837,"C","CDI",547,"06","GZ","ct_9","O","634c",4577,"tr_4"
3846,"P","CDI",1699,"06","QA","ct_9","O","344a",51225,"tr_3"
3854,"C","CDI",1099,"06","PZ","ct_9","O","525a",10414,"tr_2"
3856,"C","CDI",1193,"06","FZ","ct_9","O","472c",18652,"tr_2"
3859,"N","CDD",1524,"84","JA","ct_9","O","353c",22127,"tr_1"
3868,"C","CDI",1194,"59","GZ","ct_9","O","385c",29248,"tr_1"
3877,"C","CDI",1820,"06","QA","ct_8","O","525d",18917,"tr_6"
3878,"C","CDI",1820,"06","JC","ct_9","O","388c",38350,"tr_6"
3881,"C","CDI",1820,"06","OZ","ct_2","O","451g",21230,"tr_6"
3883,"C","CDI",1790,"06","RZ","ct_9","O","534b",18020,"tr_4"
3885,"C","CDI",1177,"06","JA","ct_9","O","643a",13446,"tr_6"
3886,"C","CDI",1089,"06","HZ","ct_9","O","676d",9655,"tr_6"
3888,"P","CDI",1281,"06","SZ","ct_9","O","563b",12871,"tr_0"
3900,"C","CDI",1704,"06","KZ","ct_9","O","374d",34524,"tr_1"
3905,"C","CDI",1785,"06","FZ","ct_9","O","387e",34693,"tr_2"
3922,"N","TTP",624,"06","NZ","ct_9","O","681b",6966,"tr_1"
3923,"C","CDD",208,"06","FZ","ct_9","O","632g",2579,"tr_1"
3927,"N","CDI",1280,"06","TZ","ct_7","O","563c",18274,"tr_0"
3929,"C","CDI",1892,"06","QB","ct_8","O","526a",27895,"tr_0"
3940,"C","CDI",1820,"06","SZ","ct_8","O","478a",51657,"tr_6"
3941,"C","CDI",1415,"06","HZ","ct_4","O","655a",26439,"tr_3"
3951,"C","TOA",1084,"06","IZ","ct_9","O","636d",15360,"tr_2"
3952,"C","CDI",2200,"06","HZ","ct_9","O","641a",28628,"tr_3"
3954,"C","CDI",1331,"06","CM","ct_9","O","673c",13746,"tr_4"
3955,"C","CDI",1492,"06","CH","ct_9","O","626b",18899,"tr_3"
3966,"C","CDI",1784,"06","QB","ct_9","O","525d",21789,"tr_3"
3976,"C","CDI",384,"06","JC","ct_9","O","543h",5473,"tr_1"
3983,"C","CDI",1460,"06","NZ","ct_9","O","631a",15655,"tr_4"
3984,"C","CDI",1820,"06","FZ","ct_6","O","633a",25645,"tr_1"
3986,"C","CDI",1735,"06","CE","ct_9","O","543f",30064,"tr_4"
3994,"C","CDI",2200,"06","NZ","ct_8","O","564a",41100,"tr_1"
4000,"C","CDI",1199,"06","QA","ct_9","O","525d",14608,"tr_5"
4014,"P","CDI",137,"06","QB","ct_9","O","561b",1900,"tr_4"
4015,"C","CDI",1708,"06","CF","ct_9","O","475b",24528,"tr_6"
4019,"C","CDI",1892,"06","NZ","ct_9","O","534a",23652,"tr_5"
4021,"C","AUT",2048,"06","OZ","ct_2","O","523c",28070,"tr_6"
4029,"C","CDI",1447,"06","CM","ct_9","O","632c",24711,"tr_2"
4035,"C","CDI",1930,"06","GZ","ct_9","O","636a",26568,"tr_4"
4036,"C","CDI",3000,"06","QB","ct_9","O","525d",28558,"tr_4"
4041,"C","AUT",1820,"06","PZ","ct_1","O","421b",24883,"tr_4"
4044,"P","CDI",1661,"06","QA","ct_9","O","542a",17210,"tr_4"
4045,"C","CDI",1414,"06","JC","ct_9","O","373b",37457,"tr_6"
4063,"C","CDI",1866,"06","QA","ct_9","O","526c",21838,"tr_5"
4069,"C","CDI",1847,"06","QA","ct_8","O","431f",25581,"tr_5"
4085,"N","CDI",495,"83","TZ","ct_7","O","563c",7571,"tr_1"
4089,"C","CDI",1961,"06","GZ","ct_9","O","486d",24140,"tr_3"
4092,"C","CDI",1892,"06","NZ","ct_9","O","684a",19829,"tr_2"
4100,"P","CDI",944,"06","IZ","ct_9","O","561d",8369,"tr_4"
4120,"C","CDI",1866,"06","QA","ct_9","O","525d",17923,"tr_6"
4121,"C","CDI",1299,"06","GZ","ct_9","O","676a",14399,"tr_1"
4124,"C","CDI",1527,"06","SZ","ct_8","O","526d",14422,"tr_4"
4127,"C","CDI",1221,"06","MC","ct_9","O","478a",20848,"tr_1"
4137,"C","CDI",1596,"06","MA","ct_9","O","544a",20564,"tr_4"
4139,"C","CDI",923,"06","HZ","ct_9","O","463d",15266,"tr_4"
4145,"C","CDI",1820,"06","JC","ct_9","O","388a",43883,"tr_6"
4149,"C","CDI",2875,"06","NZ","ct_9","O","534a",35000,"tr_3"
4150,"C","CDD",2035,"06","QA","ct_3","O","344a",51516,"tr_6"
4153,"N","CDD",168,"79","RZ","ct_9","O","465b",3919,"tr_1"
4154,"P","CDI",999,"06","QB","ct_9","O","563b",9839,"tr_5"
4155,"C","CDI",1673,"06","FZ","ct_9","O","633d",23150,"tr_2"
