"Uid","Familty_type","Highest_diploma","insee_code","Job_42","ACT","sex","Studying","age_2020","target"
578,"FT.4.2","EDU1-9","01262","csp_8_5","AT2|4","Female",FALSE,34,350.630030846713
580,"FT.1.1","EDU1-3","01262","csp_2_3","AT1|1","Male",FALSE,26,444.757302151942
582,"FT.1.2","EDU1-1","01262","csp_7_8","AT2|1","Female",FALSE,78,459.67400381811
583,"FT.4.1","EDU1-6","01262","csp_5_4","AT1|1","Male",FALSE,40,160.996150630856
584,"FT.3.2","EDU2","01262","csp_8_6","AT2|1","Female",FALSE,96,316.830910867407
585,"FT.4.1","EDU1-3","01262","csp_6_3","AT1|1","Male",FALSE,50,484.019930594056
587,"FT.4.4","EDU1-2","01263","csp_7_8","AT2|1","Male",FALSE,79,505.935689791652
588,"FT.4.2","EDU1-3","01263","csp_6_5","AT1|1","Male",FALSE,59,416.264594360179
589,"FT.1.2","EDU1-3","01263","csp_7_5","AT2|1","Female",FALSE,64,453.290233475571
590,"FT.4.1","EDU1-3","01265","csp_5_5","AT1|1","Female",FALSE,36,334.360924046875
591,"FT.4.2","EDU1-3","01265","csp_2_1","AT1|1","Male",FALSE,52,464.814469306958
592,"FT.4.1","EDU1-6","01265","csp_6_2","AT1|1","Female",FALSE,25,378.139525342633
595,"FT.4.1","EDU1-3","01265","csp_5_6","AT1|1","Female",FALSE,21,421.633660255873
599,"FT.4.1","EDU1-4","01266","csp_1_1","AT1|1","Male",FALSE,54,392.845241621271
600,"FT.4.4","EDU1-4","01266","csp_7_5","AT2|1","Female",FALSE,69,391.355965545264
601,"FT.4.2","EDU1-4","01267","csp_8_5","AT2|5","Female",FALSE,41,597.770653879355
602,"FT.4.4","EDU1-3","01267","csp_7_7","AT2|1","Male",FALSE,68,482.414440795604
604,"FT.1.2","EDU3","01269","csp_7_8","AT2|1","Female",FALSE,86,419.346919712439
607,"FT.4.4","EDU1-3","01272","csp_7_8","AT2|1","Male",FALSE,64,491.54380322656
609,"FT.4.1","EDU1-6","01272","csp_5_4","AT1|1","Male",FALSE,40,313.026222070559
610,"FT.4.3","EDU1-3","01272","csp_7_1","AT2|1","Male",FALSE,69,475.807784256544
612,"FT.4.1","EDU1-6","01275","csp_1_3","AT1|1","Male",FALSE,42,353.901014804553
617,"FT.4.1","EDU1-3","01276","csp_5_2","AT1|1","Female",FALSE,53,450.903450194779
619,"FT.3.2","EDU1-4","01276","csp_8_5","AT2|5","Female",FALSE,46,597.471466666108
623,"FT.4.4","EDU1-3","01281","csp_7_2","AT2|1","Female",FALSE,63,458.062015362029
624,"FT.4.4","EDU2","01281","csp_7_7","AT2|1","Female",FALSE,84,393.504815502828
625,"FT.4.4","EDU1-3","01281","csp_8_6","AT2|4","Male",FALSE,75,606.600586128501
628,"FT.4.1","EDU1-7","01283","csp_4_3","AT1|1","Female",FALSE,49,269.655565683592
629,"FT.1.2","EDU1-8","01283","csp_7_5","AT2|1","Female",FALSE,81,325.7444941662
630,"FT.1.2","EDU1-4","01283","csp_5_4","AT1|1","Female",FALSE,65,383.464739706991
633,"FT.1.2","EDU1-2","01283","csp_7_7","AT2|1","Female",FALSE,85,450.01903898302
634,"FT.4.1","EDU1-3","01283","csp_5_5","AT1|1","Female",FALSE,47,313.497813053925
635,"FT.4.1","EDU1-7","01283","csp_4_3","AT1|1","Female",FALSE,37,352.862142011933
636,"FT.4.4","EDU1-7","01283","csp_7_5","AT2|1","Male",FALSE,65,392.342395467329
637,"FT.3.2","EDU1-2","01283","csp_8_4","AT2|2","Female",TRUE,18,693.35039691087
638,"FT.4.3","EDU3","01283","csp_8_5","AT2|2","Female",TRUE,16,591.298208978828
639,"FT.4.1","EDU1-7","01283","csp_3_7","AT1|1","Female",FALSE,40,280.555368607102
641,"FT.1.1","EDU1-8","01283","csp_4_6","AT1|1","Male",FALSE,25,396.222503527032
644,"FT.1.2","EDU1-1","01283","csp_7_2","AT2|1","Female",FALSE,76,451.596386094149
646,"FT.4.1","EDU1-8","01283","csp_3_8","AT1|1","Female",FALSE,36,293.432917224423
647,"FT.4.1","EDU1-4","01283","csp_6_3","AT1|1","Male",TRUE,21,221.277418531331
648,"FT.4.2","EDU1-6","01283","csp_3_1","AT1|1","Male",FALSE,59,188.735539856563
658,"FT.4.4","EDU1-3","01283","csp_7_8","AT2|1","Male",FALSE,72,416.779396845321
660,"FT.4.1","EDU1-3","01283","csp_2_1","AT1|1","Male",FALSE,52,514.52666840775
662,"FT.4.3","EDU1-3","01283","csp_7_8","AT2|1","Male",FALSE,65,351.07632454882
664,"FT.4.3","EDU1-2","01283","csp_7_8","AT2|1","Male",FALSE,64,401.822513169972
665,"FT.4.4","EDU3","01283","csp_7_8","AT2|1","Male",FALSE,87,405.209248521893
668,"FT.4.4","EDU1-8","01283","csp_8_6","AT2|4","Female",FALSE,68,472.32690402901
670,"FT.4.1","EDU1-3","01283","csp_4_6","AT1|1","Female",FALSE,35,294.557343064004
672,"FT.1.1","EDU1-3","01283","csp_4_6","AT1|2","Male",FALSE,49,496.964322379493
676,"FT.1.2","EDU1-2","01288","csp_7_7","AT2|1","Female",FALSE,62,550.056792898078
678,"FT.4.1","EDU3","01288","csp_6_3","AT1|1","Male",FALSE,23,678.187166553166
679,"FT.3.2","EDU1-2","01288","csp_8_4","AT2|2","Male",TRUE,18,732.439241385418
680,"FT.4.1","EDU1-8","01288","csp_4_6","AT1|1","Male",FALSE,25,261.923337631805
681,"FT.1.1","EDU1-6","01289","csp_7_8","AT2|1","Male",FALSE,68,317.181239704673
683,"FT.4.1","EDU1-3","01289","csp_2_1","AT1|1","Male",FALSE,52,512.462198285253
686,"FT.4.2","EDU3","01289","csp_7_1","AT2|1","Female",FALSE,86,373.476626283418
687,"FT.1.2","EDU1-4","01289","csp_8_4","AT2|2","Female",TRUE,22,590.869592924049
688,"FT.2.0","EDU1-8","01289","csp_3_4","AT1|1","Male",FALSE,58,338.247253536454
691,"FT.4.4","EDU1-3","01290","csp_6_4","AT1|2","Male",FALSE,60,678.525087001394
692,"FT.4.4","EDU1-2","01290","csp_7_5","AT2|1","Female",FALSE,63,523.475088881408
693,"FT.4.1","EDU1-8","01291","csp_3_3","AT1|1","Female",FALSE,54,367.141821671902
695,"FT.4.1","EDU3","01301","csp_8_4","AT2|2","Female",TRUE,19,642.116969184624
696,"FT.1.2","EDU3","01301","csp_4_6","AT1|1","Female",FALSE,51,493.372007674519
698,"FT.4.1","EDU1-2","01304","csp_5_2","AT1|1","Female",FALSE,61,326.185633795675
700,"FT.1.2","EDU3","01305","csp_5_6","AT1|2","Female",FALSE,25,518.202532187203
701,"FT.4.2","EDU1-6","01305","csp_4_3","AT1|2","Female",FALSE,25,411.547996556253
702,"FT.4.2","EDU1-7","01306","csp_4_2","AT1|2","Female",FALSE,40,444.287269259639
703,"FT.4.2","EDU1-9","01306","csp_3_1","AT1|1","Male",FALSE,71,178.554736789675
705,"FT.1.1","EDU1-2","01306","csp_8_4","AT2|2","Male",TRUE,22,702.210457170361
708,"FT.4.2","EDU1-2","01306","csp_8_4","AT2|2","Male",TRUE,17,628.709564542917
712,"FT.4.2","EDU1-5","01313","csp_6_3","AT1|2","Female",FALSE,28,570.155471874263
713,"FT.1.2","EDU1-1","01313","csp_7_7","AT2|1","Female",FALSE,70,495.960852565545
714,"FT.1.1","EDU1-7","01313","csp_4_3","AT1|1","Male",FALSE,35,286.008290798134
715,"FT.1.1","EDU1-7","01313","csp_7_4","AT2|1","Male",FALSE,63,400.451505419321
716,"FT.4.2","EDU1-8","01313","csp_8_4","AT2|2","Male",TRUE,24,607.418393570978
717,"FT.2.0","EDU1-3","01313","csp_4_6","AT1|1","Male",TRUE,23,334.878308286702
718,"FT.4.2","EDU1-8","01313","csp_4_2","AT1|2","Female",FALSE,36,431.959570917421
720,"FT.4.4","EDU1-1","01313","csp_7_8","AT2|1","Male",FALSE,71,510.501924386565
722,"FT.4.1","EDU1-7","01314","csp_4_8","AT1|1","Male",FALSE,30,337.262090563643
723,"FT.3.2","EDU1-2","01314","csp_8_4","AT2|2","Female",TRUE,18,737.001931464375
724,"FT.4.1","EDU1-5","01314","csp_5_5","AT1|1","Male",FALSE,30,392.947590006825
725,"FT.4.1","EDU1","01314","csp_8_6","AT2|5","Male",FALSE,85,602.416473383473
728,"FT.3.1","EDU1-1","01314","csp_8_4","AT2|2","Female",TRUE,18,667.597996662853
729,"FT.1.2","EDU1-5","01314","csp_2_1","AT1|1","Female",FALSE,63,540.843909019631
731,"FT.4.4","EDU1-5","01320","csp_7_5","AT2|1","Female",FALSE,65,436.230984972193
732,"FT.4.4","EDU1-4","01320","csp_8_5","AT2|5","Male",FALSE,44,730.179382399443
734,"FT.2.0","EDU1-3","01322","csp_4_8","AT1|1","Male",FALSE,30,418.683646346389
737,"FT.4.1","EDU1-8","01322","csp_3_4","AT1|1","Male",FALSE,63,321.407912147193
739,"FT.4.4","EDU1","01322","csp_7_8","AT2|1","Female",FALSE,76,412.010029445733
740,"FT.1.2","EDU1-1","01322","csp_7_7","AT2|1","Female",FALSE,85,418.779502430348
741,"FT.1.2","EDU1-3","01323","csp_7_5","AT2|1","Female",FALSE,69,440.056057050899
742,"FT.4.4","EDU1-4","01325","csp_7_5","AT2|1","Female",FALSE,71,423.509185396044
743,"FT.1.1","EDU1-4","01325","csp_4_2","AT1|1","Male",FALSE,58,366.605179299688
746,"FT.3.1","EDU1-1","01332","csp_7_1","AT2|1","Male",FALSE,86,533.331222142898
747,"FT.4.2","EDU1-4","01332","csp_6_3","AT1|1","Male",FALSE,51,481.916399647228
752,"FT.1.2","EDU1-4","01335","csp_7_7","AT2|1","Female",FALSE,71,418.296150818299
754,"FT.4.1","EDU1-3","01337","csp_4_5","AT1|1","Male",FALSE,59,426.261173518024
758,"FT.3.2","EDU1-4","01343","csp_5_6","AT1|1","Male",FALSE,21,453.314504026851
759,"FT.4.2","EDU1-3","01343","csp_6_8","AT1|2","Female",FALSE,43,646.992503798147
760,"FT.4.1","EDU1-4","01343","csp_5_2","AT1|1","Female",FALSE,30,407.093961862763
761,"FT.4.4","EDU1-3","01343","csp_7_5","AT2|1","Female",FALSE,88,432.109893688655
762,"FT.4.1","EDU1-8","01343","csp_3_8","AT1|1","Male",FALSE,51,293.958443383439
763,"FT.4.1","EDU1-3","01343","csp_2_1","AT1|1","Male",FALSE,43,548.517995474677
764,"FT.4.2","EDU1-2","01344","csp_8_4","AT2|2","Male",TRUE,17,663.811817750226
765,"FT.1.1","EDU1-1","01344","csp_7_8","AT2|1","Male",FALSE,78,468.846261398772
766,"FT.4.1","EDU1-8","01344","csp_3_4","AT1|1","Female",TRUE,30,338.848914645656
767,"FT.4.2","EDU1-5","01344","csp_5_4","AT1|2","Female",FALSE,45,367.150160642627
771,"FT.4.3","EDU1-3","01344","csp_7_8","AT2|1","Male",FALSE,60,399.003037886081
772,"FT.4.4","EDU1-1","01344","csp_8_6","AT2|1","Female",FALSE,79,479.588562746749
777,"FT.4.4","EDU1-3","01344","csp_7_7","AT2|1","Female",FALSE,71,475.204886437219
780,"FT.4.1","EDU1-6","01347","csp_4_3","AT1|1","Female",FALSE,35,408.348069224009
781,"FT.4.2","EDU1-6","01347","csp_8_5","AT2|4","Female",TRUE,42,256.94437760324
783,"FT.4.1","EDU1-7","01348","csp_4_6","AT1|1","Female",FALSE,36,286.566889768741
784,"FT.1.2","EDU1-2","01348","csp_7_4","AT2|1","Female",FALSE,81,498.974224129802
785,"FT.4.1","EDU1-2","01348","csp_8_4","AT2|2","Female",TRUE,17,696.811584354039
786,"FT.4.2","EDU2","01348","csp_7_8","AT2|1","Female",FALSE,66,314.864024177435
787,"FT.1.1","EDU1-6","01350","csp_2_2","AT1|1","Male",FALSE,69,366.496362008746
788,"FT.4.4","EDU1-3","01350","csp_7_8","AT2|1","Male",FALSE,67,477.212285145448
790,"FT.4.2","EDU1-6","01351","csp_8_5","AT2|4","Female",FALSE,53,341.613973303143
791,"FT.4.4","EDU3","01351","csp_8_4","AT2|2","Male",TRUE,22,792.239076120682
792,"FT.4.4","EDU1-3","01351","csp_7_8","AT2|1","Male",FALSE,78,441.255393649272
794,"FT.1.1","EDU1-7","01353","csp_3_4","AT1|1","Male",FALSE,59,389.104601708174
795,"FT.1.1","EDU1-3","01353","csp_6_4","AT1|2","Male",FALSE,56,639.396781343464
796,"FT.4.2","EDU1-1","01353","csp_6_7","AT1|1","Male",FALSE,75,616.079670940045
799,"FT.1.1","EDU1-6","01354","csp_8_5","AT2|5","Male",FALSE,51,689.273939307767
800,"FT.3.2","EDU2","01354","csp_8_1","AT1|2","Male",FALSE,19,749.402356175387
801,"FT.4.3","EDU1-3","01354","csp_5_2","AT1|1","Female",FALSE,60,317.767342969114
802,"FT.4.2","EDU1-3","01354","csp_5_6","AT1|2","Female",FALSE,31,394.301455511603
807,"FT.4.3","EDU1-3","01354","csp_8_4","AT2|2","Male",TRUE,20,660.04823093414
808,"FT.4.1","EDU1-3","01354","csp_6_4","AT1|1","Male",FALSE,49,547.413949072233
813,"FT.3.2","EDU1-1","01354","csp_7_7","AT2|1","Female",FALSE,80,423.235145761666
815,"FT.4.3","EDU1-3","01354","csp_5_2","AT1|1","Female",FALSE,50,317.751308746718
819,"FT.4.1","EDU1-5","01354","csp_5_4","AT1|1","Male",FALSE,47,313.589338279297
823,"FT.4.2","EDU1-7","01358","csp_5_4","AT1|1","Female",FALSE,22,344.378649532833
827,"FT.1.1","EDU1-5","01360","csp_5_5","AT1|2","Male",FALSE,45,388.194674297279
832,"FT.4.4","EDU1","01363","csp_7_8","AT2|1","Male",FALSE,72,446.355270297869
833,"FT.4.2","EDU1-5","01363","csp_2_2","AT1|1","Male",FALSE,66,405.627936738229
836,"FT.4.1","EDU1-2","01364","csp_8_4","AT2|2","Female",TRUE,17,700.490026611845
837,"FT.4.1","EDU1-3","01365","csp_1_1","AT1|1","Female",FALSE,51,441.718405282737
838,"FT.4.4","EDU1-3","01365","csp_7_8","AT2|1","Male",FALSE,70,483.487816909108
842,"FT.4.3","EDU1-3","01369","csp_2_1","AT1|2","Male",FALSE,36,566.862712557055
843,"FT.4.4","EDU1-3","01371","csp_7_7","AT2|1","Female",FALSE,68,469.791472452139
844,"FT.4.4","EDU1-3","01371","csp_8_5","AT2|5","Male",FALSE,63,749.301733529688
845,"FT.4.4","EDU3","01371","csp_8_5","AT2|5","Female",FALSE,30,748.168965703419
846,"FT.1.2","EDU1-2","01373","csp_5_2","AT1|1","Female",FALSE,24,640.590799175406
847,"FT.4.1","EDU1-3","01373","csp_6_2","AT1|1","Male",FALSE,49,319.73672875989
849,"FT.4.4","EDU1-1","01373","csp_7_8","AT2|1","Male",FALSE,95,498.040012000226
850,"FT.1.1","EDU1-1","01374","csp_7_8","AT2|1","Male",FALSE,82,447.486402100213
852,"FT.4.4","EDU1-8","01374","csp_7_4","AT2|1","Female",FALSE,83,354.049351551681
854,"FT.1.2","EDU1-3","01376","csp_7_5","AT2|1","Female",FALSE,72,437.844054615638
859,"FT.4.1","EDU1-7","01378","csp_4_8","AT1|1","Male",FALSE,26,353.953275756549
861,"FT.4.1","EDU1-7","01378","csp_3_4","AT1|1","Female",FALSE,61,306.220085026248
862,"FT.4.1","EDU1-3","01378","csp_5_6","AT1|1","Female",FALSE,47,400.535474097459
866,"FT.3.2","EDU3","01381","csp_8_4","AT2|2","Female",TRUE,17,690.177495815359
870,"FT.4.4","EDU1-1","01384","csp_7_7","AT2|1","Female",FALSE,71,466.310520186951
871,"FT.4.1","EDU1-5","01384","csp_4_8","AT1|1","Male",FALSE,48,402.688614125403
873,"FT.1.1","EDU1-3","01384","csp_6_2","AT1|1","Male",FALSE,64,454.869454423396
874,"FT.4.4","EDU1","01384","csp_8_6","AT2|4","Female",FALSE,64,499.074307272578
880,"FT.4.4","EDU1-2","01388","csp_7_2","AT2|1","Male",FALSE,77,441.95826523534
884,"FT.4.1","EDU1-3","01389","csp_4_8","AT1|1","Male",FALSE,45,364.892867116675
886,"FT.1.2","EDU1-3","01390","csp_7_7","AT2|1","Female",FALSE,71,456.496468447547
887,"FT.3.2","EDU2","01390","csp_8_5","AT2|5","Male",TRUE,19,596.19049251503
888,"FT.1.1","EDU1-3","01392","csp_6_3","AT1|2","Male",FALSE,63,624.204237877427
890,"FT.4.1","EDU1-6","01396","csp_4_7","AT1|1","Female",FALSE,40,224.359495558816
894,"FT.1.1","EDU1-5","01398","csp_5_2","AT1|1","Male",FALSE,63,161.052357560689
899,"FT.1.2","EDU1-3","01399","csp_5_4","AT1|2","Female",FALSE,50,482.117123491453
900,"FT.4.1","EDU1-3","01401","csp_5_6","AT1|1","Female",FALSE,57,363.077070182305
901,"FT.1.1","EDU1-5","01402","csp_6_3","AT1|2","Male",FALSE,32,612.284141745992
902,"FT.4.1","EDU1-4","01402","csp_6_2","AT1|1","Female",FALSE,46,450.511068794169
905,"FT.3.1","EDU1-3","01405","csp_7_8","AT2|1","Male",FALSE,81,405.828592416817
908,"FT.4.1","EDU1-3","01407","csp_2_1","AT1|1","Male",FALSE,29,529.234863608927
909,"FT.3.2","EDU1-2","01411","csp_3_5","AT1|1","Male",FALSE,30,635.146254522452
910,"FT.4.1","EDU1-5","01415","csp_1_1","AT1|1","Male",FALSE,39,531.240653573896
912,"FT.1.1","EDU1-9","01418","csp_3_8","AT1|1","Male",FALSE,48,442.792614149465
913,"FT.1.1","EDU1-1","01418","csp_7_8","AT2|1","Male",FALSE,78,464.593117047548
915,"FT.3.2","EDU1-6","01419","csp_7_5","AT2|1","Female",FALSE,64,346.85303056086
916,"FT.4.4","EDU1-3","01419","csp_7_8","AT2|1","Male",FALSE,67,478.814888091265
917,"FT.3.2","EDU1-2","01419","csp_8_4","AT2|2","Male",TRUE,15,728.368154959754
919,"FT.4.2","EDU1-3","01419","csp_6_7","AT1|1","Male",FALSE,48,510.571206184942
922,"FT.4.2","EDU1-8","01419","csp_8_5","AT2|4","Female",FALSE,45,416.23427157424
923,"FT.4.4","EDU1-5","01419","csp_7_5","AT2|1","Female",FALSE,72,424.060035683469
925,"FT.4.2","EDU1-2","01419","csp_8_4","AT2|2","Male",TRUE,17,669.725036175014
928,"FT.4.2","EDU1-2","01420","csp_6_5","AT1|1","Male",FALSE,65,523.819410750348
931,"FT.1.2","EDU1-1","01421","csp_7_7","AT2|1","Female",FALSE,73,491.540367878142
932,"FT.4.1","EDU1-3","01422","csp_3_8","AT1|1","Male",FALSE,35,383.406086711314
933,"FT.1.2","EDU1-4","01422","csp_7_5","AT2|1","Female",FALSE,74,412.381356065909
934,"FT.3.1","EDU3","01422","csp_8_5","AT2|2","Female",TRUE,15,605.900955676301
937,"FT.4.4","EDU1-3","01424","csp_7_7","AT2|1","Female",FALSE,68,473.492576634076
938,"FT.3.2","EDU3","01424","csp_8_4","AT2|2","Female",TRUE,15,685.036041299002
940,"FT.4.2","EDU1-3","01424","csp_8_5","AT2|5","Female",FALSE,56,601.373422524218
944,"FT.4.1","EDU1-8","01427","csp_4_6","AT1|1","Female",FALSE,31,176.272232147851
945,"FT.4.1","EDU1-3","01427","csp_6_5","AT1|1","Female",FALSE,49,539.022493157326
947,"FT.4.4","EDU1-1","01427","csp_7_8","AT2|1","Male",FALSE,92,442.310504982042
951,"FT.1.2","EDU1-5","01427","csp_7_5","AT2|1","Female",FALSE,69,387.680812161641
956,"FT.4.1","EDU3","01427","csp_8_4","AT2|2","Female",TRUE,19,601.712739351584
959,"FT.4.4","EDU1-1","01431","csp_7_1","AT2|1","Male",FALSE,77,597.69153073608
960,"FT.1.1","EDU1-8","01432","csp_3_8","AT1|1","Male",FALSE,26,455.56937609177
963,"FT.1.2","EDU1-3","01435","csp_6_7","AT1|2","Female",FALSE,44,685.411248412925
964,"FT.4.4","EDU1-1","01435","csp_7_8","AT2|1","Male",FALSE,75,509.243535475428
965,"FT.4.4","EDU1-2","01443","csp_7_7","AT2|1","Male",FALSE,73,479.737262424307
966,"FT.4.1","EDU1-2","01443","csp_6_7","AT1|1","Male",TRUE,20,532.6786643994
967,"FT.1.1","EDU3","01443","csp_5_2","AT1|1","Male",FALSE,48,348.127388290994
968,"FT.4.1","EDU1-7","01443","csp_3_4","AT1|1","Female",FALSE,60,357.192715287336
969,"FT.1.2","EDU1-7","01443","csp_7_7","AT2|1","Female",FALSE,63,414.785753108393
970,"FT.3.2","EDU1-8","01443","csp_3_7","AT1|1","Female",FALSE,36,412.623578182622
971,"FT.3.2","EDU1-3","01443","csp_5_2","AT1|1","Female",FALSE,43,327.789884245017
974,"FT.4.1","EDU1-2","01443","csp_8_4","AT2|2","Female",TRUE,19,653.852192830131
975,"FT.1.2","EDU1-7","01445","csp_4_6","AT1|1","Female",FALSE,30,474.057280986439
976,"FT.4.4","EDU3","01446","csp_7_7","AT2|1","Female",FALSE,73,492.830129569959
977,"FT.1.1","EDU1-1","01446","csp_7_8","AT2|1","Male",FALSE,69,464.054274168622
978,"FT.4.4","EDU1-2","01447","csp_7_8","AT2|1","Male",FALSE,79,504.831667294065
982,"FT.4.3","EDU1-8","01450","csp_3_7","AT1|1","Male",FALSE,30,326.938747200036
985,"FT.4.4","EDU2","01451","csp_7_2","AT2|1","Female",FALSE,70,360.885158109523
986,"FT.4.1","EDU1-8","01451","csp_3_8","AT1|1","Male",FALSE,51,260.209526251404
987,"FT.4.4","EDU1-2","01451","csp_7_5","AT2|1","Male",FALSE,71,455.307288996985
988,"FT.4.2","EDU1-5","01451","csp_1_1","AT1|1","Male",FALSE,49,304.196464846274
993,"FT.4.1","EDU1-3","01451","csp_5_2","AT1|1","Female",FALSE,53,286.688003636362
994,"FT.1.2","EDU1-1","01452","csp_8_6","AT2|1","Female",FALSE,76,526.832484199665
997,"FT.4.2","EDU1-6","01457","csp_4_7","AT1|1","Male",FALSE,36,378.14651239715
998,"FT.4.2","EDU3","01457","csp_8_5","AT2|2","Female",TRUE,17,595.000840706966
1000,"FT.3.2","EDU1-2","01457","csp_8_4","AT2|2","Female",TRUE,17,738.917134886317
1002,"FT.1.1","EDU1-3","02002","csp_6_3","AT1|1","Male",FALSE,31,704.639081481374
1003,"FT.1.1","EDU1-1","02003","csp_6_3","AT1|2","Male",FALSE,60,569.903497004734
1007,"FT.3.2","EDU1-3","02013","csp_6_7","AT1|1","Male",FALSE,39,620.708806855179
1009,"FT.4.1","EDU1-4","02018","csp_4_5","AT1|1","Male",FALSE,47,186.789266658853
1010,"FT.1.1","EDU1-3","02018","csp_7_4","AT2|1","Male",FALSE,82,324.591630164819
1011,"FT.4.1","EDU1-6","02018","csp_5_4","AT1|1","Female",FALSE,38,204.401570599133
1013,"FT.4.1","EDU1-7","02025","csp_3_7","AT1|1","Female",FALSE,37,292.687637233319
1016,"FT.4.2","EDU1-1","02028","csp_7_8","AT2|1","Female",FALSE,88,332.595018517875
1018,"FT.4.3","EDU1-3","02030","csp_5_6","AT1|1","Female",FALSE,59,339.762972386381
1021,"FT.4.1","EDU1-3","02037","csp_6_7","AT1|1","Male",FALSE,51,607.198776981383
1023,"FT.3.2","EDU1-6","02041","csp_6_9","AT1|1","Female",FALSE,48,510.933183160382
1024,"FT.3.2","EDU3","02046","csp_8_5","AT2|5","Male",FALSE,51,649.157298675305
1025,"FT.4.4","EDU1-1","02047","csp_7_8","AT2|1","Female",FALSE,73,477.280159598309
1026,"FT.1.1","EDU1-6","02048","csp_4_6","AT1|2","Male",FALSE,21,506.442218675687
1028,"FT.1.2","EDU1-1","02059","csp_7_8","AT2|1","Female",FALSE,81,441.592596306719
1029,"FT.4.1","EDU1-3","02059","csp_4_7","AT1|1","Male",FALSE,44,354.699515406373
1030,"FT.4.4","EDU1-3","02059","csp_7_5","AT2|1","Male",FALSE,77,398.706214269104
1033,"FT.4.3","EDU1-3","02061","csp_5_5","AT1|1","Female",FALSE,60,279.190765978172
1034,"FT.3.1","EDU1-3","02062","csp_1_2","AT1|1","Male",FALSE,53,374.875323921913
1035,"FT.4.3","EDU1-3","02063","csp_5_2","AT1|1","Female",FALSE,53,201.134895543442
1037,"FT.3.2","EDU1-1","02064","csp_5_2","AT1|1","Female",FALSE,50,440.561019233332
1038,"FT.3.1","EDU1-3","02064","csp_4_3","AT1|1","Male",FALSE,41,503.518921169929
1039,"FT.4.4","EDU1-3","02064","csp_7_1","AT2|1","Male",FALSE,80,512.942224454396
1040,"FT.3.2","EDU2","02064","csp_5_6","AT1|2","Female",FALSE,47,369.907057290627
1042,"FT.1.2","EDU1-4","02070","csp_8_4","AT2|2","Female",TRUE,21,594.648909015023
1043,"FT.4.1","EDU1-3","02071","csp_6_2","AT1|1","Female",FALSE,47,354.276668969219
1044,"FT.3.2","EDU1-3","02072","csp_5_5","AT1|1","Male",TRUE,20,268.232307714998
1048,"FT.4.1","EDU1-1","02083","csp_7_4","AT2|1","Male",FALSE,84,373.882946045546
1049,"FT.4.1","EDU1-4","02084","csp_4_6","AT1|1","Male",FALSE,32,441.937166413054
1050,"FT.4.4","EDU2","02085","csp_8_5","AT2|4","Female",FALSE,61,465.927467849815
1053,"FT.4.1","EDU1-2","02089","csp_8_4","AT2|2","Female",TRUE,17,656.598581084809
1057,"FT.4.1","EDU1-6","02093","csp_5_4","AT1|1","Female",FALSE,38,337.354135398437
1060,"FT.1.2","EDU1-3","02095","csp_7_7","AT2|1","Female",FALSE,85,370.550162616473
1061,"FT.4.1","EDU1-4","02095","csp_8_4","AT2|2","Female",TRUE,22,532.312106207685
1064,"FT.4.4","EDU1-3","02095","csp_7_7","AT2|1","Female",FALSE,67,440.089170033302
1067,"FT.1.2","EDU1","02095","csp_8_6","AT2|5","Female",FALSE,65,685.361761272804
1068,"FT.1.2","EDU3","02095","csp_7_5","AT2|1","Female",FALSE,67,423.595904976895
1069,"FT.4.4","EDU1-3","02096","csp_7_8","AT2|1","Male",FALSE,63,446.449251432052
1071,"FT.1.2","EDU1-1","02098","csp_7_7","AT2|1","Female",FALSE,81,438.432504287516
1074,"FT.4.3","EDU1-2","02105","csp_8_4","AT2|2","Male",TRUE,19,628.812667013253
1075,"FT.4.4","EDU1-6","02106","csp_7_5","AT2|1","Male",FALSE,60,374.898557597257
1078,"FT.4.4","EDU3","02106","csp_7_8","AT2|1","Male",FALSE,73,478.543033324397
1079,"FT.1.2","EDU1-3","02109","csp_6_8","AT1|1","Female",FALSE,24,652.48652638881
1082,"FT.3.2","EDU3","02111","csp_6_7","AT1|1","Male",FALSE,21,615.818027464202
1084,"FT.1.1","EDU3","02112","csp_7_8","AT2|1","Male",FALSE,58,435.052023801395
1085,"FT.4.1","EDU1-5","02114","csp_4_6","AT1|1","Male",FALSE,38,342.695496291707
1087,"FT.4.4","EDU1-3","02114","csp_7_5","AT2|1","Male",FALSE,83,397.668768912831
1088,"FT.1.2","EDU1-1","02114","csp_7_7","AT2|1","Female",FALSE,76,480.024101152506
1090,"FT.4.2","EDU1-2","02119","csp_4_6","AT1|2","Female",FALSE,37,532.089431654263
1091,"FT.1.1","EDU3","02119","csp_6_5","AT1|2","Male",FALSE,47,591.218592171868
1093,"FT.4.1","EDU1-5","02125","csp_2_2","AT1|1","Male",FALSE,50,483.633480612464
